epci_code,EPCI,admin_website_url
246800569,CC de la Région de Guebwiller,
243600293,CC de la Région de Levroux,
246701064,CC de la Région de Molsheim-Mutzig,
200005957,CC de la Région de Rambervillers,
200042620,CC de la Région de Suippes,
243500634,CC de La Roche aux Fées,
243100781,CC de la Save au Touch,
244100780,CC de la Sologne des Étangs,
244100806,CC de la Sologne des Rivières,
243900354,CC de la Station des Rousses-Haut Jura,
243200417,CC de la Tenarèze,
246200380,CC de la Terre des Deux Caps,
240200444,CC de la Thiérache du Centre,
246400337,CC de la Vallée d'Ossau,
200023372,CC de la Vallée de Chamonix-Mont-Blanc,
246800551,CC de la Vallée de Kaysersberg,
200041168,CC de la Vallée de l'Homme,
249500455,CC de la Vallée de l'Oise et des Trois Forêts,
246700306,CC de la Vallée de la Bruche,
246800676,CC de la Vallée de la Doller et du Soultzbach,
200035103,CC de la Vallée de la Haute-Sarthe,
246800585,CC de la Vallée de Munster,
246800205,CC de la Vallée de Saint-Amarin,
246700777,CC de la Vallée de Villé,
248300410,CC de la Vallée du Gapeau,
246900757,CC de la Vallée du Garon (Ccvg),
244600433,CC de la Vallée du Lot et du Vignoble,
247400047,CC de la Vallée Verte,
248900664,CC de la Vanne et du Pays d'Othe,
200070555,CC de la Veyle,
200039204,CC de Lacq-Orthez,
241200765,CC de Lévézou Pareloup,
247600604,CC de Londinières,
200036499,CC de Marana-Golo,
247100639,CC de Marcigny,
249710047,CC de Marie-Galante,
241200567,CC de Millau Grands Causses,
244000543,CC de Mimizan,
200068369,CC de Mirecourt Dompaire,
240100800,CC de Miribel et du Plateau,
200034197,CC de Montaigne Montravel et Gurson,
242500320,CC de Montbenoît,
243301264,CC de Montesquieu,
248719361,CC de Noblat,
244400537,CC de Nozay,
200041333,CC de Parthenay-Gâtine,https://gnau-sieds.operis.fr
243000593,CC de Petite Camargue,
200050532,CC de Petite-Terre,
200065787,CC de Pont-Audemer / Val de Risle,
200040889,CC de Portes Sud Périgord,
200071207,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,
200067130,CC de Puisaye-Forterre,
200067130,CC de Puisaye-Forterre,
200035103,CC de Sablé-sur-Sarthe,
246900757,CC de Saint-Flour,
200038990,CC de Saint-Méen Montauban,
242101442,CC de Saulieu,
200070589,CC de Seille et Grand Couronné,
246700967,CC de Sélestat,
200066835,CC de Sézanne-Sud Ouest Marnais,
200036465,CC de Thann-Cernay,
200066892,CC de Vendeuvre-Soulaines,
241900133,CC de Ventadour - Egletons - Monédières,
200069433,CC de Vezouze en Piémont,
200072882,CC de Vie et Boulogne,
200072882,CC de Vie et Boulogne,
200043354,CC de Villedieu Intercom,
200034718,"CC de Vitry, Champagne et Der",
247300262,CC de Yenne,
200067064,CC Decazeville Communauté,
200029734,CC des 4B Sud Charente,
200043602,"CC des Albères, de la Côte Vermeille et de l'Illibéris",
246600449,CC des Aspres,
200033868,CC des Ballons des Hautes-Vosges,
200068229,CC des Baronnies en Drôme Provençale,
200034833,CC des Bastides Dordogne-Périgord,
200036523,CC des Bastides en Haut-Agenais Périgord,
200069482,CC des Campagnes de l'Artois,
200068484,CC des Causses à l'Aubrac,
200069136,CC des Cévennes Au Mont Lozère,
243400736,CC des Cévennes Gangeoises et Suménoises,
200033298,CC des Coëvrons,
200036523,CC des Collines du Nord Dauphiné,
244100293,CC des Collines du Perche,
200071504,CC des Collines du Perche Normand,
247000367,CC des Combes,
200042372,CC des Coteaux Arrats Gimone,
243100815,CC des Coteaux Bellevue,
200069136,CC des Coteaux Bordelais,
243100732,CC des Coteaux du Girou,
200070803,CC des Coteaux du Val-d'Arros,
244701355,CC des Coteaux et Landes de Gascogne,
240800862,CC des Crêtes Préardennaises,
200072544,CC des Deux Morin,
248200016,CC des Deux Rives,
249100157,CC des Deux Vallées,
246000772,CC des Deux Vallées,
200068294,CC des Deux Vallées Vertes,
200069912,CC des Forêts du Perche,
200039808,CC des Gorges de l'Ardèche,
244000873,CC des Grands Lacs,
200069144,CC des Hautes Terres de l'Aubrac,
200033868,CC des Hautes-Vosges,
200040954,CC des Hauts de Flandre,
200068856,CC des Hauts du Perche,
200036150,CC des Hauts du Val de Saône,
200071314,CC des Hauts-Tolosans,
200040137,CC des Lacs de Champagne,
200069565,CC des Lacs et Montagnes du Haut-Doubs,
200035541,CC des Landes d'Armagnac,
246000749,CC des Lisières de l'Oise,
244500427,CC des Loges,
200067239,CC des Luys en Béarn,
200070803,CC des Mille Étangs,
200034098,CC des Montagnes du Giffre,
200034031,CC des Monts d'Alban et du Villefranchois,
247000698,CC des Monts de Gy,
200066553,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,
200066587,CC des Monts du Lyonnais,
244200622,CC des Monts du Pilat,
246000921,CC des Pays d'Oise et d'Halatte,
244301123,CC des Pays de Cayres et de Pradelles,
200096634,CC des Pays de l'Aigle,
245400189,CC des Pays du Sel et du Vermois,
200066850,CC des Paysages de la Champagne,
200066231,CC des Portes d'Ariège Pyrénées,
243301439,CC des Portes de l'Entre-deux-Mers,
240200634,CC des Portes de la Thiérache,
200066108,CC des Portes de Meuse,
200000545,CC des Portes de Romilly-sur-Seine,
246700744,CC des Portes de Rosheim,
200005932,CC des Portes de Sologne,
248719353,CC des Portes de Vassivière,
242504181,CC des Portes du Haut-Doubs,
240800847,CC des Portes du Luxembourg,
200068468,CC des Portes Euréliennes d'Ile-de-France,
247000623,CC des Quatre Rivières,
247400666,CC des Quatre Rivières,
244500419,CC des Quatre Vallées,
243301439,CC des Rives du Haut-Allier,
246000582,CC des Sablons,
200027548,CC des Savanes,
200070332,CC des Savoir-Faire,
200069953,CC des Sept Vallées,
200073393,CC des Sorgues du Comtat,
200035111,CC des Sources de l'Orne,
247400773,CC des Sources du Lac d'Annecy,
244301016,CC des Sucs,
200069185,CC des Terres d'Apcher-Margeride-Aubrac,
200071017,CC des Terres d'Auxois,
200071298,CC des Terres du Lauragais,
200070183,CC des Terres du Val de Loire,
245200597,CC des Trois Forêts,
240200600,CC des Trois Rivières,
247300015,CC des Vallées d'Aigueblanche,
200069458,CC des Vallées d'Auge et du Merlerault,
200072692,CC des Vallées de la Braye et de l'Anille,
242100154,CC des Vallées de la Tille et de l'Ignon,
247400617,CC des Vallées de Thônes,
200043628,CC des Vallées du Clain,
200071868,CC des Vallées du Haut-Anjou,
246900724,CC des Vallons du Lyonnais (Ccvl),
244200614,CC des Vals d'Aix et Isable,
247600588,CC des Villes Soeurs,
246900724,CC des Vosges Côté Sud Ouest,
200069060,CC des Vosges du Sud,
242600492,CC Dieulefit-Bourdeaux,
200042497,CC Dombes Saône Vallée,
200069169,CC Dômes Sancy Artense,
200071520,CC Domfront Tinchebray Interco,
242900645,CC Douarnenez Communauté,
200042901,CC Drôme Sud Provence,
200041572,CC Dronne et Belle,
200069003,CC du Barséquanais en Champagne,
243200409,CC du Bas Armagnac,
200068807,CC du Bassin Auterivain Haut-Garonnais,
200073245,CC du Bassin d'Aubenas,
200044253,CC du Bassin de Joinville en Champagne,
241700699,CC du Bassin de Marennes,
245400601,CC du Bassin de Pompey,
200041515,CC du Bassin de Pont-à-Mousson,
200043982,CC du Bazadais,
200067288,CC du Béarn des Gaves,
200071496,CC du Bocage Bourbonnais,
245300389,CC du Bocage Mayennais,
242852465,CC du Bonnevalais,
240500439,CC du Briançonnais,
200067924,CC du Canton d'Erstein,
240200519,CC du Canton d'Oulchy-le-Château,
240200584,CC du Canton de Charly-sur-Marne,
247300361,CC du Canton de la Chambre,
200068773,CC du Canton de Semur-en-Brionnais,
200042943,CC du Cap Corse,
243700499,CC du Castelrenaudais,
244600573,CC du Causse de Labastide-Murat,
242020071,CC du Centre Corse,
246800445,CC du Centre du Haut-Rhin,
200059871,CC du Centre-Ouest,
200071041,CC du Chaourçois et du Val d'Armance,
200035848,CC du Châtillonnais en Berry,
240200592,CC du Chemin des Dames,
200070035,CC du Civraisien en Poitou,
243400355,CC du Clermontais,
246000376,CC du Clermontois,
200040293,CC du Clunisois,
200068922,CC du Confluent et des Coteaux de Prayssas,
200034064,CC du Cordais et du Causse (4 C),
243301215,CC du Créonnais,
247300361,CC du Crestois et de Pays de Saillans Coeur de Drôme,
242600534,CC du Diois,
245700133,CC du District Urbain de Faulquemont (Duf),
242504447,CC du Doubs Baumois,
243301397,CC du Fronsadais,
200034957,CC du Frontonnais,
248900748,CC du Gâtinais en Bourgogne,
247400690,CC du Genevois,
244800470,CC du Gévaudan,
200036077,CC du Golfe de Saint-Tropez,
243200458,CC du Grand Armagnac,
200070530,CC du Grand Autunois Morvan,
244100798,CC du Grand Chambord,
200069961,CC du Grand Châteaudun,
243301223,CC du Grand Cubzaguais,
200072999,CC du Grand Langres,
200022986,CC du Grand Pic Saint-Loup,
242500338,CC du Grand Pontarlier,
200070977,CC du Grand Roye,
200035533,CC du Grand Saint-Émilionnais,
200034031,CC du Grand Villefranchois,
200067452,CC du Guillestrois et du Queyras,
242900710,CC du Haut Pays Bigouden,
200069235,CC du Haut Pays du Montreuillois,
249500489,CC du Haut Val d'Oise,
246600548,CC du Haut Vallespir,
200006930,CC du Haut-Allier,
200067262,CC du Haut-Béarn,
247400682,CC du Haut-Chablais,
200006930,CC du Haut-Jura (Arcade),
244301107,CC du Haut-Lignon,
200069763,CC du Haut-Poitou,
248900938,CC du Jovinien,
200034635,CC du Kochersberg,
200067262,CC du Kreiz-Breizh (Cckb),
247300668,CC du Lac d'Aiguebelette (Ccla),
200034056,CC du Lautrécois et du Pays d'Agout,
246000129,CC du Liancourtois,
200071926,CC du Limouxin,
246300966,CC du Massif du Sancy,
243801024,CC du Massif du Vercors,
200066348,CC du Minervois au Caroux,
200042182,CC du Mont des Avaloirs,
242101491,CC du Montbardois,
245804497,CC du Nivernais Bourbonnais,
200006716,CC du Nogentais,
242200715,CC du Nord de Mayotte,
200067296,CC du Nord Est Béarn,
200071173,CC du Pays Arnay Liernais,
240700302,CC du Pays Beaume-Drobie,
247300668,CC du Pays Bellegardien (Ccpb),
242900702,CC du Pays Bigouden Sud,
242101434,CC du Pays Châtillonnais,
242101459,CC du Pays d'Alésia et de la Seine,
244400552,CC du Pays d'Ancenis,https://sve-pays-ancenis.sirap.fr/#/044003/connexion
245501242,CC du Pays d'Étain,
247000722,CC du Pays d'Héricourt,
240300657,CC du Pays d'Huriel,
242900074,CC du Pays d'Iroise,
243600236,CC du Pays d'Issoudun,
240900464,CC du Pays d'Olmes,
241000447,CC du Pays d'Othe,
244200820,CC du Pays d'Urfé,
241927243,CC du Pays d'Uzerche,
200034270,CC du Pays de Barr,
200069441,CC du Pays de Bitche,
246000913,CC du Pays de Bray,
245300447,CC du Pays de Château-Gontier,https://www.paysdechateaugontier.fr/vivre-habiter/urbanisme
245400510,CC du Pays de Colombey et du Sud Toulois,
245400510,CC du Pays de Colombey et du Sud Toulois,
242700276,CC du Pays de Conches,
200048551,CC du Pays de Craon,
247400112,CC du Pays de Cruseilles,
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,
244700449,CC du Pays de Duras,
241400514,CC du Pays de Falaise,
200004802,CC du Pays de Fayence,
200040830,CC du Pays de Fénelon,
240100891,CC du Pays de Fontenay-Vendée,
200066827,CC du Pays de Honfleur-Beuzeville,
200070670,CC du Pays de l'Arbresle (Ccpa),
247200686,CC du Pays de l'huisne Sarthoise,
247700065,CC du Pays de l'Ourcq,
246900765,CC du Pays de l'Ozon,
248500415,CC du Pays de la Châtaigneraie,
248500415,CC du Pays de la Châtaigneraie,
240200469,CC du Pays de la Serre,
246700959,CC du Pays de la Zorn,
244600532,CC du Pays de Lalbenque-Limogne,
200016905,CC du Pays de Lamastre,
246900625,CC du Pays de Landerneau-Daoulas,
242900751,CC du Pays de Landivisiau,
240300491,CC du Pays de Lapalisse,
244700464,CC du Pays de Lauzun,
247200686,CC du Pays de Limours (Ccpl),
200066603,CC du Pays de Lubersac-Pompadour,
246201016,CC du Pays de Lumbres,
243400520,CC du Pays de Lunel,
247000664,CC du Pays de Lure,
247000755,CC du Pays de Luxeuil,
200023075,CC du Pays de Maîche,
241500271,CC du Pays de Mauriac,
245300223,CC du Pays de Meslay-Grez,
200044469,CC du Pays de Mirepoix,
200041853,CC du Pays de Montbozon et du Chanois,
244300307,CC du Pays de Montfaucon,
245501259,CC du Pays de Montmédy,
200043321,CC du Pays de Mormal,
248500662,CC du Pays de Mortagne,
248500662,CC du Pays de Mortagne,
200036069,CC du Pays de Mortagne-au-Perche,
246701098,CC du Pays de Niederbronn-les-Bains,
245700950,CC du Pays de Phalsbourg,
200000438,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,
248500464,CC du Pays de Pouzauges,
248500464,CC du Pays de Pouzauges,
245501184,CC du Pays de Revigny-sur-Ornain,
246800577,CC du Pays de Ribeauvillé,
246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",
242400935,CC du Pays de Saint-Aulaye,
200072080,CC du Pays de Saint-Éloy,
249100074,CC du Pays de Saint-Fulgent - les Essarts,
200036069,CC du Pays de Saint-Gilles-Croix-de-Vie,
248700189,CC du Pays de Saint-Yrieix,
248700189,CC du Pays de Saint-Yrieix,
246701080,CC du Pays de Sainte-Odile,
241200658,CC du Pays de Salars,
241501139,CC du Pays de Salers,
242504371,CC du Pays de Sancey-Belleherbe,
200068112,CC du Pays de Saverne,
200040418,CC du Pays de Serres en Quercy,
243000296,CC du Pays de Sommières,
200066132,CC du Pays de Stenay et du Val Dunois,
240900431,CC du Pays de Tarascon,
200070795,CC du Pays de Trie et du Magnoac,
240300558,CC du Pays de Tronçais,
246000871,CC du Pays de Valois,
244000774,CC du Pays de Villeneuve en Armagnac Landais,
247000714,CC du Pays de Villersexel,
246700926,CC du Pays de Wissembourg,
242900553,CC du Pays des Abers,
248500530,CC du Pays des Achards,
240500462,CC du Pays des Ecrins,
248500621,CC du Pays des Herbiers,
248500621,CC du Pays des Herbiers,
200071918,CC du Pays des Lacs,
240600593,CC du Pays des Paillons,
248400319,CC du Pays des Sorgues et des Monts de Vaucluse,
246000855,CC du Pays des Sources,
248000747,CC du Pays du Coquelicot,
242700607,CC du Pays du Neubourg,
200035772,CC du Pays du Saintois,
245400759,CC du Pays du Sanon,
240200493,CC du Pays du Vermandois,
244200630,CC du Pays entre Loire et Rhône,
200071652,CC du Pays Fertois et du Bocage Carrougien,
247200348,CC du Pays Fléchois,
242900660,CC du Pays Fouesnantais,
243301371,CC du Pays Foyen,
241500255,CC du Pays Gentiane,
244000824,CC du Pays Grenadois,
245701404,CC du Pays Haut Val d'Alzette,
247800550,CC du Pays Houdanais (C.C.P.H.),
248600447,CC du Pays Loudunais,
244000691,CC du Pays Morcenais,
246900740,CC du Pays Mornantais (Copamo),
246000756,CC du Pays Noyonnais,
245701271,CC du Pays Orne Moselle,
200043156,CC du Pays Rethélois,
248400236,CC du Pays Réuni d'Orange,
200041325,CC du Pays Rhénan,
246900740,CC du Pays Ribéracois,
241200625,CC du Pays Rignacois,
247000706,CC du Pays Riolais,
247400724,CC du Pays Rochois,
245901038,CC du Pays Solesmois,
244000766,CC du Pays Tarusate,
243000270,CC du Pays Viganais,
200006971,CC du Perche,
200040772,CC du Perche et Haut Vendômois,
200071819,CC du Périgord Nontronnais,
200034411,CC du Piémont Cévenol,
244200895,CC du Pilat Rhodanien,
200066280,CC du Pithiverais,
200071850,CC du Pithiverais-Gâtinais,
242504496,CC du Plateau de Frasne et du Val de Drugeon (Cfd),
200070787,CC du Plateau de Lannemezan,
241200674,CC du Plateau de Montbazens,
242504355,CC du Plateau de Russey,
246000566,CC du Plateau Picard,
243000684,CC du Pont du Gard,
200037133,CC du Provinois,
200039519,CC du Quercy Blanc,
248200057,CC du Quercy Caussadais,
248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,
200044394,CC du Réolais en Sud Gironde,
241200542,CC du Réquistanais,
240700864,CC du Rhône aux Gorges de l'Ardèche,
200030526,CC du Ried de Marckolsheim,
200018406,CC du Romorantinais et du Monestois,
241600303,CC du Rouillacais,
200067767,CC du Royans-Vercors,
245500327,CC du Sammiellois,
242010130,CC du Sartenais Valinco Taravo,
245701206,CC du Saulnois,https://www.cc-saulnois.fr/mes-demarches/
243200599,CC du Saves,
243301264,CC du Secteur de Saint-Loubès,
244000659,CC du Seignanx,
200039709,CC du Serein,
200068765,CC du Sisteronais-Buëch,
248100158,CC du Sor et de l'Agout,
200060473,CC du Sud,
200043404,CC du Sud Avesnois,
200040764,CC du Sud Corse,
247200421,CC du Sud Est du Pays Manceau,
200043974,CC du Sud Gironde,
245100979,CC du Sud Marnais,
200039907,CC du Sud Messin,
249000241,CC du Sud Territoire,
200035442,CC du Sud-Artois,
244400586,CC du Sud-Estuaire,
200069672,CC du Ternois,
200041150,CC du Terrassonnais en Périgord Noir Thenon Hautefort,
245501176,CC du Territoire de Fresnes-en-Woëvre,
200070324,CC du Territoire de Lunéville à Baccarat,
200070951,CC du Territoire Nord Picardie,
247900798,CC du Thouarsais,https://gnau-sieds.operis.fr
200041861,CC du Triangle Vert,
200030658,CC du Trièves,
200043065,CC du Val d'Amboise,
243900420,CC du Val d'Amour,
246800395,CC du Val d'Argent,
240700716,CC du Val d'Ay,
244400586,CC du Val d'Essonne (Ccve),
246100390,CC du Val d'Orne,
200018521,CC du Val de Bouzanne,
240300566,CC du Val de Cher,
242600252,CC du Val de Drôme,
240200501,CC du Val de l'Aisne,
243301405,CC du Val de l'Eyre,
200040426,CC du Val de l'Oise,
242504116,CC du Val de Morteau,
247200629,CC du Val de Sarthe,
248000499,CC du Val de Somme,
200070100,CC du Val de Sully,
248719288,CC du Val de Vienne,
200041887,CC du Val Marnaysien,
246600373,CC du Vallespir,
200071843,CC du Vexin Normand,
246000707,CC du Vexin-Thelle,
249500513,CC du Vexin-Val de Seine,
200070944,CC du Vimeu,
200066819,CC du Volvestre,
245701164,CC du Warndt,
200040558,CC Écueillé-Valençay,
200068872,CC Éguzon - Argenton - Vallée de la Creuse,
200066512,CC Élan Limousin Avenir Nature,
200040681,CC Enclave des Papes-Pays de Grignan,
200071470,CC Entr'Allier Besbre et Loire,
200070316,"CC Entre Arroux, Loire et Somme",
249100546,CC Entre Beauce et Perche,
200085751,CC Entre Bièvre et Rhône,https://gu.entre-bievreetrhone.fr/guichet-unique
246301097,CC Entre Dore et Allier,
249100553,CC Entre Juine et Renarde (Ccejr),
247103765,CC Entre Saône et Grosne,
200072734,CC Estuaire et Sillon,
200058360,CC Eure-Madrie-Seine,
247600729,CC Falaises du Talou,https://saasweb.oci-urbanisme.fr/NetADS/sve/connexion
200000172,CC Faucigny-Glières,
249100553,CC Fercher Pays Florentais,
247400567,CC Fier et Usses,
245900758,CC Flandre Lys,
241000223,"CC Forêts, Lacs, Terres en Champagne",
200039063,"CC Forêts, Seine et Suzon",
200068930,CC Fumel Vallée du Lot,
200034130,CC Gally Mauldre,
248719262,CC Gartempe - Saint-Pardoux,
200023919,CC Gâtinais Val de Loing,
244500211,CC Giennoises,
200069151,CC Gorges Causses Cévennes,
200042646,CC Grand Orb CC en Languedoc,
200066652,CC Grand Sud Tarn et Garonne,
200067361,CC Grand-Figeac,
200067957,CC Haut Chemin-Pays de Pange,
200071942,CC Haut Limousin en Marche,
200067429,CC Haut Nivernais-Val d'Yonne,
200067429,CC Haut Nivernais-Val d'Yonne,
200041994,CC Haut Val de Sèvre,https://gnau-sieds.operis.fr
200026573,CC Haut-Jura Saint-Claude,
200067072,CC Haut-Léon Communauté,
200072700,CC Haute Sarthe Alpes Mancelles,
200066744,CC Haute-Corrèze Communauté,
200070340,CC Haute-Maurienne Vanoise,
200071025,CC Haute-Provence-Pays de Banon,
200066637,CC Hautes Terres,
200067650,CC Houve-Pays Boulageois,
200070449,CC Inter-Caux-Vexin,
200066462,CC Interco Normandie Sud Eure,
200066413,CC Intercom Bernay Terres de Normandie,
200068799,CC Intercom de la Vire au Noireau,https://demandesurbanisme.vireaunoireau.fr/
200070340,CC Interrégionale Aumale - Blangy-sur-Bresle,
200066801,CC Isigny-Omaha Intercom,
200040384,CC Isle Double Landais,
200069094,CC Isle et Crempse-en-Périgord,
200040095,CC Isle Vern Salembre en Périgord,
242401024,CC Isle-Loue-Auvézère en Périgord,
200071033,CC Jabron-Lure-Vançon-Durance,
243301165,CC Jalle-Eau-Bourde,
243900560,CC Jura Nord,
200069722,CC Jura Sud,
247700644,CC l'Orée de la Brie,
247700644,CC l'Orée de la Brie,
200069094,CC La Clayette Chauffailles en Brionnais,
243400488,CC La Domitienne,
243900610,CC La Grandvallière,
200068914,CC La Rochefoucauld - Porte du Périgord,
241800374,CC La Septaine,
200040210,CC Lacs et Gorges du Verdon,
241200906,CC Larzac et Vallées,
243301181,CC Latitude Nord Gironde,
243100567,CC Lauragais Revel Sorezois,
200070282,CC Lavalette Tude Dronne,
249100595,CC Le Dourdannais en Hurepoix (Ccdh),
200068914,CC Le Dunois,
200072684,CC Le Gesnois Bilurien,
200071884,CC Le Grand Charolais,
200018166,CC Le Grésivaudan,https://gnau18.operis.fr/gresivaudan/gnau/#/
200039642,CC Le Tonnerrois en Bourgogne,
200069086,CC Leff Armor Communauté,
200071058,CC Les Avant-Monts,
200068542,CC Les Balcons du Dauphiné,
200068088,CC Les Bertranges,
200023125,CC Les Portes Briardes entre Villes et Forêts,
200071074,CC Les Portes de l'Ile de France,
241800432,CC Les Trois Provinces,
200068567,CC Les Vals du Dauphiné,
247300817,CC Les Versants d'Aime,
249100595,CC Les Villages de la Forêt,
200066017,CC Lieuvin Pays d'Auge,
243500774,CC Liffré-Cormier Communauté,
200071587,CC Loches Sud Touraine,
200017341,CC Lodévois et Larzac,
200070373,CC Loir-Lucé-Bercé,
245801063,CC Loire et Allier,
244301131,CC Loire et Semène,
200071553,CC Loire Layon Aubance,https://loirelayonaubance.geosphere.fr/portailccs/Login/Particulier
246800494,"CC Loire, Vignobles et Nohain",
244701405,CC Lot et Tolzac,
200067460,CC Loudéac Communauté - Bretagne Centre,
200040475,CC Loué - Brûlon - Noyen,
200068070,CC Loue-Lison,
243800935,CC Lyon Saint-Éxupéry-en-Dauphiné,
200070142,CC Lyons Andelle,
200069698,CC Mâconnais - Tournugeois,
200070738,CC Mad et Moselle,
200068963,CC Maine Coeur de Sarthe,
200072676,CC Maine Saosnois,
200067593,CC Marche et Combraille en Aquitaine,
200035137,CC Marche Occitane - Val d'Anglin,
200073427,CC Marches du Velay-Rochebaron,
244000865,CC Maremne Adour Côte Sud,https://www.e‑permis.fr
247300452,CC Maurienne Galibier,
200055887,CC Mayenne Communauté,
200027100,CC Méditerranée Porte des Maures,
200070720,CC Médoc Atlantique,
243800935,CC Médoc Coeur de Presqu'ile,
243301447,CC Médoc Estuaire,
243301389,CC Médullienne,
200069755,CC Mellois-en-Poitou,https://gnau-sieds.operis.fr
200067643,"CC Meurthe, Mortagne, Moselle",
200069664,CC Meuse Rognon,
200073401,CC Mézenc-Loire-Meygal,
200066769,CC Midi Corrézien,
200072825,CC Mirebellois et Fontenois,
200069177,CC Mond'Arverne Communauté,
200069128,CC Mont Lozère,
243500550,CC Montfort Communauté,
200067197,CC Monts d'Arrée Communauté,
200069755,CC Monts et Vallées Ouest Creuse,
200067163,"CC Monts, Rance et Rougier",
247700032,CC Moret Seine et Loing,
200067890,CC Morvan Sommets et Grands Lacs,
245400171,CC Moselle et Madon,
200073120,CC Nebbiu - Conca d'Oro,
200070829,CC Neste Barousse,
200071223,CC Nièvre et Somme,
200069540,CC Norge et Tille,
200065563,CC Normandie-Cabourg-Pays d'Auge,
248500258,CC Océan Marais de Monts,
248500258,CC Océan Marais de Monts,
247200447,CC Orée de Bercé - Belinois,
200070845,CC Orne Lorraine Confluences,https://ideau.atreal.fr
200044048,CC Osartis Marquion,
200039055,CC Ouche et Montagne,
200066520,CC Ouest Limousin,
200073138,CC Pasquale Paoli,
247700438,CC Pays Créçois,
200040624,CC Pays d'Apt-Luberon,
200071967,CC Pays d'Évian Vallée d'Abondance,
200072478,CC Pays d'Opale,
200069417,CC Pays d'Orthe et Arrigans,
200034379,CC Pays d'Uzès,
248500340,CC Pays de Chantonnay,
248500340,CC Pays de Chantonnay,
243500659,CC Pays de Châteaugiron Communauté,
247700107,CC Pays de Montereau,
246401756,CC Pays de Nay,
200023240,CC Pays de Nemours,
200007177,CC Pays de Nérondes,
200070506,CC Pays de Nexon Monts de Chalus,
200039832,CC Pays des Vans en Cévennes,
200034882,CC Pays du Mont-Blanc,
240400440,CC Pays Forcalquier et Montagne de Lure,
200069227,CC Pays Fort Sancerrois Val de Loire,
200066025,CC Pays Rhin - Brisach,
200068831,CC Pays Ségali,
242400752,CC Périgord-Limousin,
200042992,CC Perthois-Bocage et Der,
200012060,CC Petite Montagne,
200041960,CC Pévèle-Carembault,
200071769,CC Picardie des Châteaux,
200035707,CC Piège Lauragais Malepère,
200071199,CC Plaine Limagne,
200033090,CC Plaines et Monts de France,
200069847,CC Plateau de Caux-Doudeville-Yerville,
200067247,CC Pleyben-Châteaulin-Porzay,
200066777,CC Ploërmel Communauté,
242900744,CC Poher Communauté,
200070936,CC Ponthieu-Marquenterre,
245614433,CC Pontivy Communauté,
200067593,CC Porte d'Aquitaine en Pays de Serres,
242900744,CC Porte de Drômardèche,
247300676,CC Porte de Maurienne,
200072056,CC Porte du Jura,
200059400,CC Porte Océane du Limousin,
200041556,CC Portes de la Creuse en Marche,
200011781,CC Portes du Berry entre Loire et Val d'Aubois,https://www.cdc-portesduberry.fr/demandes-d-urbanisme-cdc-portes-berry_fr.html
200069524,CC Pré-Bocage Intercom,https://idds.sdec-energie.fr/NetADS/sve/connexion
200066868,CC Presqu'île de Crozon-Aulne Maritime,https://gnau3.operis.fr/presquiledecrozon/gnau/#/
200040202,CC Provence Verdon,
200043776,CC Pyrénées Audoises,
200040491,CC Pyrénées Catalanes,
246600399,CC Pyrénées Cerdagne,
200072635,CC Pyrénées Haut Garonnaises,
200070811,CC Pyrénées Vallées des Gaves,
244600482,CC Quercy - Bouriane,
200066884,CC Quercy Vert-Aveyron,
245614383,CC Questembert Communauté,
200066868,CC Rahin et Cherimont,
200069102,CC Randon - Margeride,
200035863,"CC Région Lézignanaise, Corbières et Minervois",
200071991,CC Retz-en-Valois,
200041366,CC Rhône Crussol,
200000628,CC Rhône Lez Provence,
243000569,"CC Rhony, Vistre, Vidourle",
200029999,CC Rives de l'Ain - Pays du Cerdon,
200039949,CC Rives de Moselle,
242101509,CC Rives de Saône,
245614417,CC Roi Morvan Communauté,
200066405,CC Roumois Seine,
246600415,CC Roussillon-Conflent,
247400740,CC Rumilly Terre de Savoie,
246600464,CC Rurales de l'Entre-deux-Mers,
200067155,"CC Saint Affricain, Roquefort, Sept Vallons",
200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,
200070431,CC Saint-Marcellin Vercors Isère Communauté,
200071389,CC Saint-Pourçain Sioule Limagne,
200040038,CC Saône Doubs Bresse,
200067817,CC Saône-Beaujolais,
200027217,CC Sarlat-Périgord Noir,
200068146,CC Sarrebourg Moselle Sud,
200013050,CC Sauer-Pechelbronn,
200000933,CC Sauldre et Sologne,
249500430,CC Sausseron Impressionnistes,
200070126,CC Seine et Aube,
200066975,CC Senlis Sud Oise,
200067304,CC Serein et Armance,
200067742,CC Serre-Ponçon,
200067320,CC Serre-Ponçon Val d'Avance,
200069516,CC Seulles Terre et Mer,
200067866,CC Sèvre et Loire,
200066561,CC Sidobre Vals et Plateaux,
200071181,CC Somme Sud-Ouest,
200067049,CC Spelunca-Liamone,
200066033,CC Sud Alsace Largue,
247104094,CC Sud Côte Chalonnaise,
200067700,CC Sud Nivernais,
200071546,CC Sud Retz Atlantique,
200073112,CC Sud Sarthe,
200073260,CC Sud Vendée Littoral,
